time;ghi;dhi;t_luft;v_wind
2025-01-01 00:00:00+01:00;0;0;1.5;6.8933333333333335
2025-01-01 00:15:00+01:00;0;0;1.4466666666666668;7.446666666666666
2025-01-01 00:30:00+01:00;0;0;1.4333333333333333;7.053333333333334
2025-01-01 00:45:00+01:00;0;0;1.4133333333333333;6.94
2025-01-01 01:00:00+01:00;0;0;1.4533333333333334;7.006666666666667
2025-01-01 01:15:00+01:00;0;0;1.5066666666666666;7.74
2025-01-01 01:30:00+01:00;0;0;1.5466666666666666;9.986666666666666
2025-01-01 01:45:00+01:00;0;0;1.5933333333333333;9.52
2025-01-01 02:00:00+01:00;0;0;1.6;8.073333333333334
2025-01-01 02:15:00+01:00;0;0;1.5933333333333333;7.58
2025-01-01 02:30:00+01:00;0;0;1.52;7.74
2025-01-01 02:45:00+01:00;0;0;1.5;7.366666666666667
2025-01-01 03:00:00+01:00;0;0;1.44;8.106666666666667
2025-01-01 03:15:00+01:00;0;0;1.54;8.173333333333334
2025-01-01 03:30:00+01:00;0;0;1.6;7.913333333333333
2025-01-01 03:45:00+01:00;0;0;1.68;7.653333333333333
2025-01-01 04:00:00+01:00;0;0;1.7066666666666668;8
2025-01-01 04:15:00+01:00;0;0;1.8133333333333332;6.946666666666666
2025-01-01 04:30:00+01:00;0;0;2.04;7.426666666666667
2025-01-01 04:45:00+01:00;0;0;2.2266666666666666;6.993333333333333
2025-01-01 05:00:00+01:00;0;0;2.4;6.993333333333333
2025-01-01 05:15:00+01:00;0;0;2.4466666666666668;6.746666666666667
2025-01-01 05:30:00+01:00;0;0;2.5;7.333333333333333
2025-01-01 05:45:00+01:00;0;0;2.6333333333333333;6.766666666666667
2025-01-01 06:00:00+01:00;0;0;2.986666666666667;7.786666666666667
2025-01-01 06:15:00+01:00;0;0;3.28;8.246666666666666
2025-01-01 06:30:00+01:00;0;0;3.3666666666666667;8.28
2025-01-01 06:45:00+01:00;0;0;3.4266666666666667;7.513333333333334
2025-01-01 07:00:00+01:00;0;0;3.38;8.573333333333334
2025-01-01 07:15:00+01:00;0;0;3.3866666666666667;8.393333333333333
2025-01-01 07:30:00+01:00;0;0;3.3466666666666667;8.12
2025-01-01 07:45:00+01:00;0;0;3.3;7.653333333333333
2025-01-01 08:00:00+01:00;1.6;0;3.3733333333333335;7.82
2025-01-01 08:15:00+01:00;3.2;2.7333333333333334;3.5;7.426666666666667
